nombre,marca,puntuacion,informativo,cal_pequeño_y_manejable,cal_deportivo,cal_bueno_y_barato,cal_practico,cal_ecologico,cal_atractivo,lo_mejor,lo_malo
Smart EQ Fortwo Cabrio,smart,,,10,1,3,1,5,4,"Estética demoledora, practicidad real, radio de giro ridículo, consumos, posibilidades de aparcamiento, diversión al volante",Precio elevado para un biplaza
Ford Mondeo Sportbreak HEV,Ford,,,1,1,4,1,7,2,,
Toyota Hilux,Toyota,"3,6","Es una de las pick-up más caras, pero es el precio de ser una de las mejores opciones",1,1,1,1,1,2,"Es un Hilux, no se rompe","Comportamiento sensible a la carga, precio elevado, estética poco conseguida"
Renault Mégane RS,Renault,"4,0",Sensacional comportamiento y excelentes prestaciones,1,6,5,1,2,3,"Motor brillante, prestaciones, cambio manual o EDC, equipo completo, comportamiento","Solo con carrocería de cinco puertas, precio sin promociones, aspecto de algunos plásticos"
MINI JCW,MINI,,,1,6,1,1,1,7,"Comportamiento, tacto de dirección, motor, prestaciones, diseño y calidades, estilo general",Su precio lo sitúa en la categoría del Golf GTI y su tamaño en la categoría del Fiesta ST. Todo no se puede.
Subaru Outback,Subaru,,,1,1,3,1,2,3,"Capacidad de tracción 4x4 permanente, espacio interior, maletero, calidad de construcción, niveles de seguridad","Diseño controvertido, cambio automático Lineartronic como única opción"
Subaru BRZ,Subaru,"3,8",Está totalmente pensado para ofrecer altas dosis de diversión al volante ,1,6,3,1,2,4,"Diversión al volante, estética coupé, puesto de conducción deportivo, pureza del concepto","Calidades interiores, gama muy reducida, escasa practicidad"
SEAT Tarraco PHEV,SEAT,,,1,1,5,1,8,3,,
Ford Puma ST,Ford,,,1,5,5,1,2,6,,
Toyota GT 86,Toyota,"3,8",¿Buscas diversión? El GT 86 te la dará.,1,6,3,1,2,4,"Diversión al volante, estética coupé, puesto de conducción deportivo, pureza del concepto","Calidades interiores, gama muy reducida, escasa practicidad"
Nissan 370Z,Nissan,,,1,6,3,1,1,6,"Precio, motor V6, postura de conducción, tracción trasera, autenticidad","Interior obsoleto, plásticos muy mejorables, biplaza estricto, diseño algo desfasado"
Volkswagen Multivan,Volkswagen,"3,6",Tu industrial de pasajeros de referencia,1,1,2,1,2,1,"Espacio para 8 personas con equipaje, equipamiento","Precio elevado, tacto en curva condicionado por su altura"
MINI Cabrio JCW,MINI,,,1,5,1,1,2,7,"Estética, comportamiento, motor, sonido, tacto de conducción","Más caro y más pesado que el 3 puertas, tal vez es demasiado sacrificio"
Volkswagen Amarok,Volkswagen,"3,4",El amarok no es la mejor pick-up fuera de asfalto aunque instala propulsores TDI sobradamente contrastados,1,1,1,1,1,2,"Diferencial central Torsen, sensación de solidez, estética conseguida, interior muy cuidado, prestaciones destacadas","Posibilidades off-road limitadas, precio elevado"
Skoda Octavia RS PHEV,Skoda,,,1,5,3,1,8,3,,
Lexus RC,Lexus,,,1,6,1,1,1,6,,
Lotus Elise,Lotus,,,5,8,1,1,2,8,"Pureza, ligereza, agilidad, comportamiento, tacto de conducción, postura al volante, adrenalina","Es muy difícil entrar y aún más difícil salir del coche, cero sentido práctico"
Lexus ES,Lexus,,,1,2,1,1,7,3,"Exclusividad, comportamiento y consumo en ciudad, eficiencia, silencio y confort de marcha","Sensación prestacional algo pobre, tacto de dirección poco comunicativo"
Volkswagen ID.4,Volkswagen,,,1,1,1,1,10,3,,
Ford Mustang,Ford,"4,1",El deportivo americano asequible más famoso y deseado,1,8,1,2,1,8,"Estética demoledora, posibilidad de motor V8, exclusividad, precio razonable","Detalles de acabado, solo dos estrellas EuroNCap (modelo pre-restyling), maletero irregular"
BMW Serie 2 Active Tourer PHEV,BMW,,,1,1,1,1,8,5,"Calidad de construcción, silencio de marcha, espacio interior, comodidad, etiqueta medioambiental","Caro, pesado e ineficiente, como todos los PHEV, pero oficialmente ""limpio"""
MINI Clubman JCW,MINI,,,1,6,1,1,1,5,,
Audi A5 Cabrio,Audi,,,1,4,1,1,2,5,,
Ford Mustang Cabrio,Ford,,,1,8,3,1,1,9,,
MINI Countryman JCW,MINI,"3,5",Una auténtica bestia deportiva con 306 CV y cinco cómodas plazas,1,5,1,7,1,7,"Prestaciones, tacto de conducción, diseño en general, practicidad como familiar","Precio desorbitado, consumos algo altos"
Tesla Model 3,Tesla,"3,7","Una auténtica alternativa para berlinas premium, cuya única limitación son los viajes más largos",1,6,1,1,10,6,"Aceleración desde parado, comportamiento, exclusividad","Detalles de acabado, limitación de la red de recarga, plazo de entrega difícil de asumir"
Mercedes Clase C PHEV,Mercedes-Benz,,,1,2,1,1,8,3,"Silencio, confort de marcha, diseño exterior e interior, prestaciones, comportamiento y comodidad en ciudad","Consumo en modo gasolina, precio elevado, peso muy alto"
Mercedes Clase C Cabrio,Mercedes-Benz,,,1,4,1,1,2,5,,
Mercedes Clase E Estate,Mercedes-Benz,,,1,3,1,1,2,5,,
Jaguar XF,Jaguar,"3,6","Un vehículo elegante y silencioso, con un habitáculo muy capaz",1,3,1,1,2,4,"Exclusividad, estética diferenciada, equipamiento completo, comportamiento dinámico, consumos ajustados","Diseño interior común a toda la gama, calidad de algunos plásticos y algunos mandos"
Jaguar XF Sportbrake,Jaguar,,,1,3,1,1,2,4,,
Mercedes Clase E Coupé,Mercedes-Benz,,,1,3,1,1,2,6,,
Mercedes Clase E Cabrio,Mercedes-Benz,,,1,4,1,1,2,7,,
Lexus RX,Lexus,"3,9",El todocamino híbrido más ahorrador del mercado,1,1,1,8,7,3,"Estética diferenciada, exclusividad, confort y silencio de marcha impresionantes, eficiencia en ciudad","Tacto de conducción aburrido, maletero pequeño, consumo en carretera alto"
Audi S7 Sportback,Audi,,,1,6,1,6,1,5,,
Toyota GR Supra,Toyota,,,1,7,1,1,1,7,,
Mercedes Clase E Estate PHEV,Mercedes-Benz,,,1,3,1,1,8,5,,
Jaguar F-Type Coupé,Jaguar,,,1,7,1,1,1,7,"Estética soberbia, tacto de conducción, diversión al volante","Calidades interiores algo justas, software de infoentretenimiento"
Jaguar F-Type,Jaguar,,,1,7,1,1,1,9,,
Audi e-tron,Audi,"3,9","Por tamaño se sitúa entre el Q5 y el Q7. Por tecnología, juega en otra liga.",1,5,1,1,10,7,"Autonomía, calidad de acabados","Precios, autonomía frente a los modelos de combustión"
Mercedes EQC,Mercedes-Benz,,,1,5,1,1,10,7,"Prestaciones, silencio, sensación de lujo","Peso muy elevado, plataforma de coche térmico que impide sacarle todo el partido a las posibilidades de un eléctrico"
Lexus RX-L,Lexus,,,1,1,1,6,7,3,"Estética diferenciada, sistema híbrido en ciudad, calidad de construcción","Prestaciones anestesiadas por el propio sistema híbrido, precio elevado"
Audi SQ5,Audi,,,1,6,1,8,1,4,,
BMW X5 PHEV,BMW,,,1,1,1,1,8,3,,
Lotus Exige,Lotus,,,4,8,1,1,1,9,"Pureza, ligereza, agilidad, tacto de conducción, diversión al volante","Para ser tan ligero renuncia a casi todo, especialmente a todo el confort"
Audi TT RS Roadster,Audi,,,1,7,1,1,1,7,,
Audi TT RS,Audi,,,1,7,1,1,1,6,,
Maserati Levante,Maserati,,,1,4,1,1,1,4,,
Porsche Cayenne E Hybrid PHEV,Porsche,,,1,5,1,9,8,4,"Prestaciones, comportamiento, tacto de conducción, exclusividad, etiqueta CERO","Nunca una etiqueta CERO tuvo tan poco sentido, pero si te lo puedes permitir..."
Maserati Quattroporte,Maserati,,,1,6,1,6,1,6,,
Porsche Cayenne Coupé,Porsche,,,1,5,1,8,1,4,,
Lotus Evora,Lotus,,,1,7,1,1,1,8,,
Ferrari 488,Ferrari,,,1,9,1,1,1,10,,
Ferrari F812 Superfast,Ferrari,,,1,9,1,1,1,10,"Historia, diseño, pureza, exclusividad, sonido del motor, tacto de conducción, todas las sensaciones que transmite,",No poder tener uno
Aston Martin DBS,Aston Martin,,,1,8,1,1,1,9,,
