nombre,marca,puntuacion,informativo,cal_pequeño_y_manejable,cal_deportivo,cal_bueno_y_barato,cal_practico,cal_ecologico,cal_atractivo,lo_mejor,lo_malo
 Volkswagen Amarok ,,"3,4",,1,1,1,1,1,2,"Diferencial central Torsen, sensación de solidez, estética conseguida, interior muy cuidado, prestaciones destacadas","Posibilidades off-road limitadas, precio elevado"
 Volkswagen Multivan ,,"3,6",,1,1,2,1,2,1,"Espacio para 8 personas con equipaje, equipamiento","Precio elevado, tacto en curva condicionado por su altura"
 Skoda Octavia RS PHEV ,,,,1,5,3,6,8,3,"Imagen deportiva, equipamiento de serie, tecnología de seguridad","Precio, autonomía eléctrica dependiente de la conducción"
 Lotus Elise ,,,,5,8,1,1,2,8,"Pureza, ligereza, agilidad, comportamiento, tacto de conducción, postura al volante, adrenalina","Es muy difícil entrar y aún más difícil salir del coche, cero sentido práctico"
 BMW Serie 2 Active Tourer PHEV ,,,,1,1,1,6,8,5,"Calidad de construcción, silencio de marcha, espacio interior, comodidad, etiqueta medioambiental","Caro, pesado e ineficiente, como todos los PHEV, pero oficialmente ""limpio"""
 Lexus RC ,,,,1,6,1,1,1,6,,
 Ford Mustang ,,"4,1",,1,8,1,2,1,8,"Estética demoledora, posibilidad de motor V8, exclusividad, precio razonable","Detalles de acabado, solo dos estrellas EuroNCap (modelo pre-restyling), maletero irregular"
 Lexus ES ,,,,1,2,1,5,7,3,"Exclusividad, comportamiento y consumo en ciudad, eficiencia, silencio y confort de marcha","Sensación prestacional algo pobre, tacto de dirección poco comunicativo"
 Volkswagen ID.4 eléctrico ,,,,1,1,1,7,10,3,,
 MINI Clubman JCW ,,,,1,6,1,5,1,5,,
 Audi A5 Cabrio ,,,,1,4,1,1,2,5,"Diseño refinado, calidad de construcción, aislamiento","Peso adicional, espacio en las plazas traseras"
 Audi Q3 PHEV ,,,,1,3,1,7,8,4,"Diseño, tecnología, etiqueta CERO","Precio, peso, consumo con la batería descargada"
 Tesla Model 3 eléctrico ,,"3,7",,1,6,1,5,10,6,"Aceleración desde parado, comportamiento, exclusividad","Detalles de acabado, limitación de la red de recarga, plazo de entrega difícil de asumir"
 Ford Mustang Cabrio ,,,,1,8,3,1,1,9,"Diseño, amplitud interior, sonido de su V8","Sonido del motor de cuatro cilindros, detalles de acabado, peso"
 MINI Countryman JCW ,,"3,5",,1,5,1,7,1,7,"Prestaciones, tacto de conducción, diseño en general, practicidad como familiar","Precio desorbitado, consumos algo altos"
 Audi Q3 Sportback PHEV ,,,,1,3,1,7,8,3,"Diseño, tecnología híbrida enchufable, etiqueta CERO","Precio, peso"
 BMW Serie 4 Cabrio ,,,,1,4,1,1,2,5,"Polivalencia, calidad de construcción, dinámica de conducción","Diseño muy personal, especialmente el del frontal"
 Mercedes Clase V ,,"3,6",,1,1,1,10,2,2,"Espacio interior bestial, posibilidad de 8 plazas individuales, confort y silencio de marcha, calidad de acabados","Sensación y sonidos de furgoneta, precio muy elevado"
 Mercedes Clase C PHEV ,,,,1,2,1,4,8,3,"Silencio, confort de marcha, diseño exterior e interior, prestaciones, comportamiento y comodidad en ciudad","Consumo en modo gasolina, precio elevado, peso muy alto"
 Mercedes Clase E Estate ,,,,1,3,1,7,2,5,,
 Jaguar XF ,,"3,6"," «El XF no es un coche que, al menos con sus motores menos potentes, presuma de deportividad, pero sí goza de altas dosis de confort. Como ya decía en la ",1,3,1,6,2,4,"Exclusividad, estética diferenciada, equipamiento completo, comportamiento dinámico, consumos ajustados","Diseño interior común a toda la gama, calidad de algunos plásticos y algunos mandos"
 Mercedes Clase C Cabrio ,,,,1,4,1,1,2,5,"Diseño, aislamiento de la carrocería","Calidad de construcción mejorable, espacio en las plazas traseras"
 Jaguar XF Sportbrake ,,,,1,3,1,8,2,4,,
 Mercedes Clase E Coupé ,,,,1,3,1,2,2,6,,
 Mercedes Clase E Cabrio ,,,,1,4,1,1,2,7,"Diseño refinado, interior amplio, mucha tecnología","Detalles de acabado, peso elevado"
 Audi S7 Sportback ,,,,1,6,1,6,1,5,,
 Mercedes Clase E Estate PHEV ,,,,1,3,1,6,8,5,,
 Toyota GR Supra ,,,,1,7,1,1,1,7,,
 Jaguar F-Type Coupé ,,,,1,7,1,1,1,7,"Estética soberbia, tacto de conducción, diversión al volante","Calidades interiores algo justas, software de infoentretenimiento"
 Jaguar F-Type ,,,,1,7,1,1,1,9,"Diseño e interior muy refinados, sonido de sus motores V8",Algunos detalles de acabado
 Mercedes EQC eléctrico ,,,,1,5,1,7,10,7,"Prestaciones, silencio, sensación de lujo","Peso muy elevado, plataforma de coche térmico que impide sacarle todo el partido a las posibilidades de un eléctrico"
 Audi e-tron eléctrico ,,"3,9",,1,5,1,8,10,7,"Autonomía, calidad de acabados","Precios, autonomía frente a los modelos de combustión"
 Audi SQ5 ,,,,1,6,1,8,1,4,,
 BMW X5 PHEV ,,,,1,1,1,8,8,3,"Imagen, prestaciones, autonomía en modo 100% eléctrico","Peso, precio de las opciones, tiempo de carga"
 Lexus RX-L ,,,,1,1,1,6,7,3,"Estética diferenciada, sistema híbrido en ciudad, calidad de construcción","Prestaciones anestesiadas por el propio sistema híbrido, precio elevado"
 Audi SQ5 Sportback ,,,,1,4,1,1,6,4,,
 Lotus Exige ,,,,4,8,1,1,1,9,"Pureza, ligereza, agilidad, tacto de conducción, diversión al volante","Para ser tan ligero renuncia a casi todo, especialmente a todo el confort"
 Audi TT RS Roadster ,,,,1,7,1,1,1,7,"Sonido de su motor de cinco cilindros, prestaciones, calidad","Espacio interior, peso, consumo"
 Audi TT RS ,,,,1,7,1,2,1,6,,
 Porsche Cayenne E Hybrid PHEV ,,,,1,5,1,9,8,4,"Prestaciones, comportamiento, tacto de conducción, exclusividad, etiqueta CERO","Nunca una etiqueta CERO tuvo tan poco sentido, pero si te lo puedes permitir..."
 Porsche Cayenne Coupé ,,,,1,5,1,7,1,4,,
 Maserati Levante ,,,,1,4,1,7,1,4,,
 Jaguar XJ ,,,,1,2,1,6,2,6,,
 Porsche Cayenne Coupé E-Hybrid PHEV ,,,,1,5,1,7,8,4,"Imagen, calidad de construcción, capacidad de personalización, etiqueta CERO","Peso, precio"
 Lotus Evora ,,,,1,7,1,1,1,8,,
 Maserati Quattroporte ,,,,1,6,1,6,1,6,,
 Lamborghini Aventador ,,"4,3",,1,10,1,1,1,10,"Estética general, motor V12 atmosférico, prestaciones de infarto, sonido","Algunos plásticos interiores, cuadro de mandos ""saturado"""
 Ferrari 488 ,,,,1,9,1,1,1,10,,
 Aston Martin DBS ,,,,1,8,1,1,1,9,,
 Ferrari F812 Superfast ,,,,1,9,1,1,1,10,"Historia, diseño, pureza, exclusividad, sonido del motor, tacto de conducción, todas las sensaciones que transmite,",No poder tener uno
 Fiat Tipo 5P ,,"2,9",,1,1,7,6,2,2,"Precio demoledor, diseño, maletero gigantesco, versatilidad","Calidad de algunos plásticos, detalles de acabado"
 Fiat Tipo SW ,,"2,9",,1,1,6,7,2,2,"Precio demoledor, diseño, maletero gigantesco, versatilidad","Calidad de algunos plásticos, detalles de acabado"
 Hyundai i30 Fastback MHEV ,,,,1,2,5,6,2,3,"Estética deportiva y original, relación valor/precio",Apertura y forma del maletero
 Citroën ë-C4 eléctrico ,,"3,6",,1,1,5,5,10,4,"Diseño, versatilidad",Detalles de acabado
 MG ZS EV eléctrico ,,,,1,1,3,1,10,2,"Diseño, 100% eléctrico, etiqueta CERO","Materiales, autonomía en uso real"
 Kia Xceed MHEV ,,,,1,1,5,5,6,4,,
 DS7 Crossback ,,"3,6",,1,1,5,7,2,3,"Calidad de terminación, equipamiento, confort","Sólo tracción delantera, gama limitada, opciones caras"
 MINI Countryman PHEV ,,,,1,2,1,6,8,6,"Diseño, tacto de conducción, prestaciones, exclusividad","Precio elevado, consumo en modo térmico"
 Skoda Enyaq iV eléctrico ,,,,1,2,7,7,10,5,"Diseño, calidad de construcción, opciones eléctricas variadas","Detalles de calidad, tiempo de recarga"
 Skoda Octavia Combi RS PHEV ,,,,1,5,5,8,8,3,"Imagen deportiva, prestaciones, espacio, etiqueta CERO","Precio, peso adicional"
 Mercedes CLA PHEV ,,,,1,3,1,4,8,5,"Imagen deportiva y juvenil, eficiencia de la mecánica eléctrica, etiqueta CERO","Precio algo elevado, muchas opciones para completar el equipamiento, espacio en las plazas traseras"
 Volkswagen Arteon PHEV ,,,,1,1,4,7,8,3,,
 Volkswagen Arteon R ,,,,1,4,4,7,2,3,,
 Volvo S60 PHEV ,,,,1,3,1,5,8,5,,
 Jeep Compass Trailhawk ,,,,1,1,1,5,1,3,,
 Ford Mustang Mach-e eléctrico ,,,,1,5,7,7,10,5,"Diseño personal, tecnología de conducción, autonomía","Nombre demasiado fantasioso, interior demasiado simplista"
 Volkswagen California ,,,,1,1,5,1,2,5,"Diseño, posibilidades de equipamiento, polivalencia","Dinámica de conducción, precio, consumo"
 BMW X3 PHEV ,,,,1,2,1,6,8,4,,
 BMW M2 ,,"4,4",,1,8,1,1,1,7,"Comportamiento, motor, tacto de dirección, prestaciones, diversión al volante","Confort de marcha sobre firme irregular, precio elevado"
 Land Rover Defender 110 PHEV ,,,,1,1,1,3,8,5,"Diseño, terminación, etiqueta CERO de la DGT","Peso, consumo cuando el motor eléctrico deja de encargarse de la propulsión"
 Maserati Ghibli MHEV ,,,,1,6,1,6,6,6,,
 Tesla Model X eléctrico ,,,,1,5,1,1,10,7,"Prestaciones de Fórmula 1, silencio de marcha","Calidades mejorables, puertas traseras absurdas, peso elevado"
 Maserati Ghibli ,,,,1,6,1,6,1,6,,
 Audi Q8 ,,"4,1",,1,6,1,8,1,6,"Calidad, equipamiento, acabados, presencia","Precio, tamaño"
 Audi Q8 PHEV ,,,,1,5,1,7,8,6,"Diseño, prestaciones, etiqueta CERO de la DGT","Precio, peso"
 BMW X7 ,,,,1,1,1,10,1,3,,
 Range Rover Sport PHEV ,,,,1,2,1,6,8,5,"Diseño, calidades, confort, silencio de marcha, aptitudes todoterreno","Precio prohibitivo, consumo en modo térmico"
 Alfa Romeo Stelvio QV ,,,,1,6,1,7,1,4,"Comportamiento, tacto de conducción, sonido, prestaciones, diversión al volante","Plásticos mejorables, diseño interior por detrás de la competencia, interfaz de usuario obsoleta"
 McLaren 540C ,,,,1,8,1,1,1,8,,
 McLaren 570 ,,,,1,8,1,1,1,8,,
 Aston Martin Vantage ,,,,1,8,1,1,1,8,,
 Ferrari Portofino ,,,,1,9,1,1,1,9,,
 Aston Martin DB11 ,,,,1,9,1,1,1,10,,
 DR3 ,,,,1,1,8,6,5,1,"Imagen, equipamiento","Tecnología desfasada, dinamismo"
 Toyota ProAce Van ,,,,1,1,,,,,,
 Citroën AMI eléctrico ,,,,10,1,7,1,10,5,,
 Dacia Dokker Combi ,,,,1,1,,,,,,
 Renault Kangoo ,,,,2,6,,,,,,
 Opel Combo ,,,,1,6,,,,,,
 Citroën Nemo ,,,,4,6,,,,,,
 Toyota ProAce City Van ,,,,1,1,,,,,,
 Ford Tourneo Courier ,,,,2,5,,,,,,
 Peugeot Rifter ,,"3,7",,1,1,8,7,2,1,"Equipamiento disponible, ventanillas traseras eléctricas, motores eficientes, presentación, luneta practicable, espacio interior, versatilidad","Portón trasero muy grande, sonoridad en los diésel"
 Renault Trafic ,,,,1,1,,,,,,
 Nissan NV300 ,,,,1,5,,,,,,
 DR 5.0 ,,,,1,1,8,1,5,1,,
 Peugeot Expert ,,,,1,1,,,,,"Diseño agradable, tecnologías de impulsión, sistemas de seguridad","Acabados, calidad de rodadura"
 Ford Focus MHEV ,,,,1,2,7,5,6,2,"Dinámica de conducción impecable, equipamiento abundante","Diseño sobrio, detalles de acabado"
 Toyota Corolla HEV ,,"3,7",,1,1,5,5,7,2,"Calidad de terminación, equipamiento de seguridad, motor 180 CV","Cambio CVT, sin opciones de personalización"
 DR F35 ,,,,1,1,8,1,5,1,,
 DFSK Glory 580 ,,,,1,1,8,1,2,1,"Equipamiento de serie, espacio a bordo, precio","Lagunas en acabado, equipamiento y dinámica de conducción"
 Citroën Jumpy ,,,,1,1,,,,,,
 DFSK F5 ,,,,1,2,8,1,2,2,,
 Kia Ceed Tourer PHEV ,,,,1,2,3,6,8,3,"Polivalencia, precio, equipamiento","Peso adicional, dinámica modificada a consecuencia de los componentes mecánicos extra"
 Fiat Dobló ,,,,1,8,,,,,,
 Mazda MX-30 eléctrico ,,"3,3",,1,3,1,5,2,4,"Amplitud, materiales de calidad, diseño personal","Autonomía muy justa, precio elevado"
 Citroen Berlingo Furgon ,,,,1,5,,,,,,
 Volkswagen Caddy ,,,,1,1,,,,,,
 Toyota ProAce Verso ,,,,1,1,,,,,,
